id,url,title,subtitle,first_paragraph
159009,https://www.makorrishon.co.il/news/764239/,צפו ברגעי החילוץ של החטופים והמפגש עם המשפחות,החטופים חולצו על ידי לוחמי שב״כ וימ״מ משני איתורים שונים במבצע בלב נוציאראת,"במבצע מורכב של צה""ל, שב""כ ומשטרת ישראל (ימ""מ) חולצו הבוקר (ש׳) ארבעה חטופים ישראלים, נועה ארגמני (25), אלמוג מאיר (21), אנדרי קוזלוב (27) ושלומי זיו (40), אשר נחטפו על ידי חמאס לרצועת עזה ממסיבת ׳הנובה׳ ב-7 באוקטובר.
החטופים חולצו על ידי לוחמי שב״כ וימ״מ משני איתורים שונים במבצע בלב נוציאראת."
159009,https://www.makorrishon.co.il/news/764452/,"""הרמטכ""ל – היהלומים המריאו"": פרטים נוספים על ""מבצע ארנון""","למרות הרכב שנתקע עם החטופים בתוכו, הכוחות הרבים שהשתתפו במבצע החילוץ של ארבעת החטופים אתמול הצליחו לגבות את הכוח ולהוציא בשלום את החטופים. מאחורי המבצע שיצא לפועל לאחר שבועות ארוכים של איסוף מודיעין מדויק","יממה אחרי מבצע החילוץ של ארבעת החטופים הישראלים מלב מחנה הפליטים נוציראת, ניתן לפרסם כעת פרטים נוספים על מה שעשו לוחמי ימ""מ והיחידה המבצעית של שב""כ. המבצע החל מספר ימים קודם לכן עם כניסת אוגדה 98 ללחימה במרכז הרצועה."
159009,https://www.makorrishon.co.il/opinion/788654/,גיבורי השנה: ארנון זמורה כאילו נולד לתוך תפקיד הגיבור הלאומי המיתולוגי,"לצד היותו לוחם נועז שהשתתף באינסוף קרבות מאז הטבח, פקד ארנון זמורה היה איש משפחה אוהב ומסור. ביומן שהתפרסם לאחר נפילתו במבצע לחילוץ חטופים, הוא מתגלה כוועדת החקירה של עצמו • גיבורי תשפ""ד | פרויקט מיוחד","ארנון זמורה הי""ד, שעל שמו נקרא המבצע ההרואי לשחרור ארבעה חטופים מהרצועה, כאילו נולד לתוך התפקיד הזה – גיבור לאומי מיתולוגי שדורות של חניכי תנועות נוער ומכינות עוד יגדלו על שמו ומורשתו. אחרי נפילתו כתבה מישהי ברשת שהיא מתבוננת בתמונתו, קוראת את הסיפורים, ובאופן מזעזע כאילו ברור לה שמסע חייו לא יכול היה להסתיים אחרת, ""כי ככה התסריט של אלו שהם באמת הכי טובים""."
159061,https://www.makorrishon.co.il/news/817836/,"לאחר ההתקף: האפיפיור מאושפז בבית החולים במצב ""קריטי""","""מצבו נעשה מדאיג יותר"", אמר הווירולוג האיטלקי הבכיר פבריציו פרגליאסקו לעיתון ""לה סטמפה"", והוסיף כי ""השעות והימים הקרובים יהיו קריטיים""","הלילה התשיעי של האפיפיור פרנציסקוס בבית החולים עבר בשקט, כך מסר הוותיקן הבוקר (ראשון), יממה לאחר שדווח כי מצבו של בן ה-88 ""קריטי"". הוותיקן מסר אמש כי האפיפיור סבל מהתקף נשימתי ממושך ונזקק לעירויי דם, אך הוסיף כי הוא בהכרה וישוב על כיסא. ""בשלב זה המצב לא השתנה"", נאמר בהצהרה שפורסמה בשבת, מה שעורר דאגה רבה ברחבי העולם בקרב כמעט 1.4 מיליארד הקתולים."
159061,https://www.makorrishon.co.il/news/790965/,"קורא לשלום, מגנה רק את ישראל: כך פועל האפיפיור מאז השבעה באוקטובר","לאורך כל השנה האחרונה, פרנציסקוס הופיע במרפסת הקטנה של הוותיקן והביע הזדהות עמוקה עם משפחות קרבנות המלחמה - בפרט, אלו שגרות בעזה ו""נאלצות לעצוב את בתיהם כדי להימלט מהפצצות"" | ומה לגבי המפונים הישראלים? אפילו לא מילה אחת","אתמול, כמידי יום ראשון, האפיפיור פרנציסקוס הופיע במרפסת הקטנה של הוותיקן ונאם מול אלפי נוצרים שהגיעו לכיכר סן פייטרו המפוארת רק כדי לשמוע את דברי החוכמה של מנהיגם הרוחני. כצפוי, פרנציסקוס התייחס למתיחות במזרח התיכון וקרא להפסקת אש בלבנון. ""אני מבקש לכבד את חיילי יוניפי""ל. רק דרכי הדיפלומטיה יביאו שלום במזרח התיכון"", אמר האפיפיור באיטלקית עם מבטא ארגנטינאי כבד. קריאה בהחלט חשובה שלא נשמעה אפילו פעם אחת במהלך החודשים הארוכים שבהם תושבי הצפון פונו מבתיהם בגלל איום החיזבאללה."
159061,https://www.makorrishon.co.il/opinion/806633/,מוסר נוצרי כפול: הוותיקן מתעלם מהמציאות בישראל – ומההיסטוריה,"גינוי ישראל על ידי האפיפיור משקף מוסר כפול של הכנסייה הקתולית, לה היסטוריה ארוכה ובעייתית של דיכוי ותמיכה בקולוניאליזם, ולא תורם למעמדו של הוותיקן","הגינוי האחרון של האפיפיור פרנציסקוס לפעולות ישראל בעזה, במיוחד בנוגע ל""הרג ילדים"", עורר תגובות נרחבות. ההצהרה שלו אמנם מהדהדת בקרב רבים שמגנים את ישראל, אבל היא גם מעלה שאלות לגבי מעורבותו ההיסטורית של הוותיקן בזוועות כאלו ואחרות, במיוחד בתקופות הקולוניאליות באפריקה."
159063,https://www.makorrishon.co.il/news/817836/,"לאחר ההתקף: האפיפיור מאושפז בבית החולים במצב ""קריטי""","""מצבו נעשה מדאיג יותר"", אמר הווירולוג האיטלקי הבכיר פבריציו פרגליאסקו לעיתון ""לה סטמפה"", והוסיף כי ""השעות והימים הקרובים יהיו קריטיים""","הלילה התשיעי של האפיפיור פרנציסקוס בבית החולים עבר בשקט, כך מסר הוותיקן הבוקר (ראשון), יממה לאחר שדווח כי מצבו של בן ה-88 ""קריטי"". הוותיקן מסר אמש כי האפיפיור סבל מהתקף נשימתי ממושך ונזקק לעירויי דם, אך הוסיף כי הוא בהכרה וישוב על כיסא. ""בשלב זה המצב לא השתנה"", נאמר בהצהרה שפורסמה בשבת, מה שעורר דאגה רבה ברחבי העולם בקרב כמעט 1.4 מיליארד הקתולים."
159063,https://www.makorrishon.co.il/news/790965/,"קורא לשלום, מגנה רק את ישראל: כך פועל האפיפיור מאז השבעה באוקטובר","לאורך כל השנה האחרונה, פרנציסקוס הופיע במרפסת הקטנה של הוותיקן והביע הזדהות עמוקה עם משפחות קרבנות המלחמה - בפרט, אלו שגרות בעזה ו""נאלצות לעצוב את בתיהם כדי להימלט מהפצצות"" | ומה לגבי המפונים הישראלים? אפילו לא מילה אחת","אתמול, כמידי יום ראשון, האפיפיור פרנציסקוס הופיע במרפסת הקטנה של הוותיקן ונאם מול אלפי נוצרים שהגיעו לכיכר סן פייטרו המפוארת רק כדי לשמוע את דברי החוכמה של מנהיגם הרוחני. כצפוי, פרנציסקוס התייחס למתיחות במזרח התיכון וקרא להפסקת אש בלבנון. ""אני מבקש לכבד את חיילי יוניפי""ל. רק דרכי הדיפלומטיה יביאו שלום במזרח התיכון"", אמר האפיפיור באיטלקית עם מבטא ארגנטינאי כבד. קריאה בהחלט חשובה שלא נשמעה אפילו פעם אחת במהלך החודשים הארוכים שבהם תושבי הצפון פונו מבתיהם בגלל איום החיזבאללה."
159063,https://www.makorrishon.co.il/opinion/806633/,מוסר נוצרי כפול: הוותיקן מתעלם מהמציאות בישראל – ומההיסטוריה,"גינוי ישראל על ידי האפיפיור משקף מוסר כפול של הכנסייה הקתולית, לה היסטוריה ארוכה ובעייתית של דיכוי ותמיכה בקולוניאליזם, ולא תורם למעמדו של הוותיקן","הגינוי האחרון של האפיפיור פרנציסקוס לפעולות ישראל בעזה, במיוחד בנוגע ל""הרג ילדים"", עורר תגובות נרחבות. ההצהרה שלו אמנם מהדהדת בקרב רבים שמגנים את ישראל, אבל היא גם מעלה שאלות לגבי מעורבותו ההיסטורית של הוותיקן בזוועות כאלו ואחרות, במיוחד בתקופות הקולוניאליות באפריקה."
159066,https://www.makorrishon.co.il/news/824176/,80% עניים: כל הנתונים על המצב הכלכלי החמור באיראן,"שנת הכספים באיראן נפתחה עם האינפלציה השמינית בגובהה והמטבע השני בחולשתו בעולם, משבר אנרגיה גובר וגם החשש להיווצרות מחסור חמור במים בקרוב. וגם: ההשפעה האפשרית של המשבר על פרויקט הגרעין","לשנת הכספים החדשה שהחלה בסוף השבוע האחרון, נכנסה איראן כשהיא מצויה במשבר כלכלי ואנרגטי עמוק. המשבר כולל עלייה חדה באינפלציה, התרסקות המטבע המקומי, רזרבות מט""ח מתדלדלות ועוד. אך מדוע הקריסה הכלכלית גרמה לאיראן לייבא קרוב ל-100 טונות של מטילי זהב ומהי ההשפעה האפשרית שלה על פרויקט הגרעין?"
159067,https://www.makorrishon.co.il/news/824176/,80% עניים: כל הנתונים על המצב הכלכלי החמור באיראן,"שנת הכספים באיראן נפתחה עם האינפלציה השמינית בגובהה והמטבע השני בחולשתו בעולם, משבר אנרגיה גובר וגם החשש להיווצרות מחסור חמור במים בקרוב. וגם: ההשפעה האפשרית של המשבר על פרויקט הגרעין","לשנת הכספים החדשה שהחלה בסוף השבוע האחרון, נכנסה איראן כשהיא מצויה במשבר כלכלי ואנרגטי עמוק. המשבר כולל עלייה חדה באינפלציה, התרסקות המטבע המקומי, רזרבות מט""ח מתדלדלות ועוד. אך מדוע הקריסה הכלכלית גרמה לאיראן לייבא קרוב ל-100 טונות של מטילי זהב ומהי ההשפעה האפשרית שלה על פרויקט הגרעין?"
159134,https://www.makorrishon.co.il/news/825236/,"החמקנים הגיעו: האם ארה""ב מתכוננת לתקיפה באיראן?","לווייני צילום זיהו מפציצי B-2, מטוסי תדלוק וכלי טיס תומכים נוספים שנחתו בבסיס דייגו גרסיה, מרחק טיסה מאיראן – רמז להיערכות מבצעית רחבת היקף של ארה""ב","האתר ,TWZ, מדווח היום (ה') על הצטברות משמעותית של מפציצים חמקנים מסוג B-2 Spirit והגעת כלי טיס תומכים רבים לבסיס האמריקני דייגו גרסיה שבאוקיינוס ההודי. האתר מעלה את האפשרות כי הגעת המפציצים עשויה להעיד על היערכות אמריקנית לפעולה צבאית רחבת היקף, ככל הנראה על רקע המתיחות הגוברת מול איראן. על פי מידע שפורסם, לוויינים זיהו לפחות שלושה מטוסי B-2, שבעה מטוסי תדלוק מדגם KC-135, מטוס תובלה C-17 ומטוס סיור ימי מסוג P-8A שהגיעו לבסיס האמריקני האסטרטגי."
159134,https://www.makorrishon.co.il/news/823386/,"תקיפה ישראלית, הסכם או קריסת המשטר: התרחישים לפצצה האיראנית","המשטר האיראני קרוב מאוד לפצצה גרעינית, אך נראה שממשל טראמפ מנסה בינתיים לדבוק באסטרטגיית המו""מ. מה צריך לקרות כדי שזה ישתנה, אילו אפשרויות עומדות בפני ישראל, ומה הסיכוי להביא לנפילת המשטר באיראן? | כתבה שנייה בסדרה","אחת השאלות המעניינות בעניין הגרעין האיראני היא מדוע צריך עלי ח'מינאי, מנהיגה העליון של איראן, את כאב הראש הזה. הלחץ המדיני, הכלכלי ואפילו הצבאי עליו עצום, וכך גם המחירים שארצו משלמת על הבחירה בנתיב הזה. הרי ח'מינאי הוא האיש שמחליט הכול באיראן, והוא גם זה שכתב ההלכה שפרסם אוסר על בניית נשק גרעיני. איך מסבירים את הסתירה הזאת, את ההשקעה העצומה למרות האיסור ההלכתי והמחירים הכבדים, ודווקא בזמן שבו המטבע האיראני רושם שפל נוסף של כל הזמנים ונסחר ברמה של מיליון ריאל לדולר אחד?"
159273,https://www.makorrishon.co.il/magazine/dyukan/765033/,עורכת הדין הבריטית נטשה האוסדורף מושיבה את האג על ספסל הנאשמים,"המומחית למשפט בינלאומי עו""ד נטשה האוסדורף, ישראלית־בריטית שמגוננת על ישראל בבימות תקשורת בכל העולם, מבקשת שנשמור על תקווה. לדבריה, מתקפת התעמולה הפרו־חמאסית אינה מבטאת בהכרח את דעת הקהל העולמית, ואנחנו עדיין יכולים להטות את הכף לטובתנו. אם רק נתעקש מספיק, נוכל לנצח גם את האנטישמיות, גם את המדיניות האנטי־ישראלית, ואפילו את השקרים של בתי הדין בהאג","עו“ד נטשה האוסדורף לא מסכימה כשאני אומר שישראל אולי חווה כיום את הבידוד הבינלאומי הקשה בתולדותיה. “הזיכרון שלנו נוטה להיות קצר“, היא משיבה בחיוך. “כסטודנטית להיסטוריה אני יודעת שב־76 שנותיה של ישראל היו מקרים שהיא הרגישה מבודדת לגמרי, והישראלים חשו שהם פועלים נגד כל הסיכויים, ונגד כל העולם. ברגעים הללו, כמו אחרי 7 באוקטובר, ראינו את הנכונות, המחויבות והסיבולת מצד החברה הישראלית, שהתלכדה למרות כל הוויכוחים הפנימיים. ישראל לא רק שרדה במצבים הללו, אלא אף הפכה לחברה שהיא אור לגויים, מבחינות רבות. אני מסכימה שאלה ימים אפלים; תגובתה של הקהילה הבינלאומית אכן הקשתה על מאמצי המלחמה של ישראל, אבל היא לא הפתיעה אותי; האם יש לי זיק של תקווה? זה הרבה יותר מזיק של תקווה – זה מגדלור זוהר“."
159273,https://www.makorrishon.co.il/news/827861/,"""השליחות שלי היא להגן על מדינת ישראל מפני השקרים והסילופים""",מחר במקור ראשון נטשה האוסדורף וישראל גנץ בריאיון משותף על הדרך אל הריבונות,"""'כיבוש', 'אפרטהייד', 'טיהור אתני' – בכל המונחים האלה נעשה שימוש מעוות. בפועל זוהי מתקפה שיטתית על הלגיטימיות של המדינה היהודית"", קובעת עו""ד נטשה האוסדורף, מומחית למשפט בינלאומי. ""הסוגיה של יהודה ושומרון היא מעבר לכל שאלה של דעה פוליטית. הגיע הזמן לעצור את שִכתוב ההיסטוריה, ולהתעמת עם השימוש הציני שנעשה במשפט הבינלאומי כלפי מדינת ישראל. מאשימים אותה שוב ושוב בהפרת הדין הבינלאומי, אבל בפועל היא לא מפירה אפילו החלטה אחת של מועצת הביטחון, ולפי פרק 7 של מגילת האו""ם, הן היחידות המחייבות מבחינה משפטית. אנחנו לא יכולים להרשות לעצמנו להפקיר את הזירה הזאת. מה שאני מנסה לעשות הוא פשוט להשיב את הדיון המשפטי למשפט אמיתי""."
159273,https://www.makorrishon.co.il/magazine/dyukan/828179/,"""אופק חלופי ליהודה ושומרון"": יו""ר מועצת יש""ע והמשפטנית שמקדמים ריבונות","היא משפטנית מלונדון, הוא איש ציבור מפסגות. היא מצטטת את הדין הבינלאומי, הוא מדבר בהתרגשות על מקווה עתיק. אבל שניהם נאבקים למען הגנה על זכותם של יהודים להתיישב בכל חבלי הארץ, ועל שינוי מפת האזור בלי לסכן את המדינה. ראש מועצת בנימין ישראל גנץ ועו""ד נטשה האוסדורף נפגשו לשיחה על הסברה ואנטישמיות, על צביעות דיפלומטית ועל הזדמנות היסטורית שעלולה להתפוגג בכל רגע","'כיבוש', 'אפרטהייד', 'טיהור אתני' – בכל המונחים האלה נעשה שימוש מעוות. בפועל זוהי מתקפה שיטתית על הלגיטימיות של המדינה היהודית"", קובעת עו""ד נטשה האוסדורף, מומחית למשפט בינלאומי. ""הסוגיה של יהודה ושומרון היא מעבר לכל שאלה של דעה פוליטית. הגיע הזמן לעצור את שִכתוב ההיסטוריה, ולהתעמת עם השימוש הציני שנעשה במשפט הבינלאומי כלפי מדינת ישראל. מאשימים אותה שוב ושוב בהפרת הדין הבינלאומי, אבל בפועל היא לא מפירה אפילו החלטה אחת של מועצת הביטחון, ולפי פרק 7 של מגילת האו""ם, הן היחידות המחייבות מבחינה משפטית. אנחנו לא יכולים להרשות לעצמנו להפקיר את הזירה הזאת. מה שאני מנסה לעשות הוא פשוט להשיב את הדיון המשפטי למשפט אמיתי""."
159274,https://www.makorrishon.co.il/magazine/dyukan/765033/,עורכת הדין הבריטית נטשה האוסדורף מושיבה את האג על ספסל הנאשמים,"המומחית למשפט בינלאומי עו""ד נטשה האוסדורף, ישראלית־בריטית שמגוננת על ישראל בבימות תקשורת בכל העולם, מבקשת שנשמור על תקווה. לדבריה, מתקפת התעמולה הפרו־חמאסית אינה מבטאת בהכרח את דעת הקהל העולמית, ואנחנו עדיין יכולים להטות את הכף לטובתנו. אם רק נתעקש מספיק, נוכל לנצח גם את האנטישמיות, גם את המדיניות האנטי־ישראלית, ואפילו את השקרים של בתי הדין בהאג","עו“ד נטשה האוסדורף לא מסכימה כשאני אומר שישראל אולי חווה כיום את הבידוד הבינלאומי הקשה בתולדותיה. “הזיכרון שלנו נוטה להיות קצר“, היא משיבה בחיוך. “כסטודנטית להיסטוריה אני יודעת שב־76 שנותיה של ישראל היו מקרים שהיא הרגישה מבודדת לגמרי, והישראלים חשו שהם פועלים נגד כל הסיכויים, ונגד כל העולם. ברגעים הללו, כמו אחרי 7 באוקטובר, ראינו את הנכונות, המחויבות והסיבולת מצד החברה הישראלית, שהתלכדה למרות כל הוויכוחים הפנימיים. ישראל לא רק שרדה במצבים הללו, אלא אף הפכה לחברה שהיא אור לגויים, מבחינות רבות. אני מסכימה שאלה ימים אפלים; תגובתה של הקהילה הבינלאומית אכן הקשתה על מאמצי המלחמה של ישראל, אבל היא לא הפתיעה אותי; האם יש לי זיק של תקווה? זה הרבה יותר מזיק של תקווה – זה מגדלור זוהר“."
159274,https://www.makorrishon.co.il/news/827861/,"""השליחות שלי היא להגן על מדינת ישראל מפני השקרים והסילופים""",מחר במקור ראשון נטשה האוסדורף וישראל גנץ בריאיון משותף על הדרך אל הריבונות,"""'כיבוש', 'אפרטהייד', 'טיהור אתני' – בכל המונחים האלה נעשה שימוש מעוות. בפועל זוהי מתקפה שיטתית על הלגיטימיות של המדינה היהודית"", קובעת עו""ד נטשה האוסדורף, מומחית למשפט בינלאומי. ""הסוגיה של יהודה ושומרון היא מעבר לכל שאלה של דעה פוליטית. הגיע הזמן לעצור את שִכתוב ההיסטוריה, ולהתעמת עם השימוש הציני שנעשה במשפט הבינלאומי כלפי מדינת ישראל. מאשימים אותה שוב ושוב בהפרת הדין הבינלאומי, אבל בפועל היא לא מפירה אפילו החלטה אחת של מועצת הביטחון, ולפי פרק 7 של מגילת האו""ם, הן היחידות המחייבות מבחינה משפטית. אנחנו לא יכולים להרשות לעצמנו להפקיר את הזירה הזאת. מה שאני מנסה לעשות הוא פשוט להשיב את הדיון המשפטי למשפט אמיתי""."
159274,https://www.makorrishon.co.il/magazine/dyukan/828179/,"""אופק חלופי ליהודה ושומרון"": יו""ר מועצת יש""ע והמשפטנית שמקדמים ריבונות","היא משפטנית מלונדון, הוא איש ציבור מפסגות. היא מצטטת את הדין הבינלאומי, הוא מדבר בהתרגשות על מקווה עתיק. אבל שניהם נאבקים למען הגנה על זכותם של יהודים להתיישב בכל חבלי הארץ, ועל שינוי מפת האזור בלי לסכן את המדינה. ראש מועצת בנימין ישראל גנץ ועו""ד נטשה האוסדורף נפגשו לשיחה על הסברה ואנטישמיות, על צביעות דיפלומטית ועל הזדמנות היסטורית שעלולה להתפוגג בכל רגע","'כיבוש', 'אפרטהייד', 'טיהור אתני' – בכל המונחים האלה נעשה שימוש מעוות. בפועל זוהי מתקפה שיטתית על הלגיטימיות של המדינה היהודית"", קובעת עו""ד נטשה האוסדורף, מומחית למשפט בינלאומי. ""הסוגיה של יהודה ושומרון היא מעבר לכל שאלה של דעה פוליטית. הגיע הזמן לעצור את שִכתוב ההיסטוריה, ולהתעמת עם השימוש הציני שנעשה במשפט הבינלאומי כלפי מדינת ישראל. מאשימים אותה שוב ושוב בהפרת הדין הבינלאומי, אבל בפועל היא לא מפירה אפילו החלטה אחת של מועצת הביטחון, ולפי פרק 7 של מגילת האו""ם, הן היחידות המחייבות מבחינה משפטית. אנחנו לא יכולים להרשות לעצמנו להפקיר את הזירה הזאת. מה שאני מנסה לעשות הוא פשוט להשיב את הדיון המשפטי למשפט אמיתי""."
159504,https://www.makorrishon.co.il/opinion/819703/,סיפורי החטופים שהתחזקו בשבי מעלים מחשבות על החינוך הדתי-לאומי,"בשעה שרבים מאיתנו - בוגרי החינוך הדתי, החיים בתוך בתינו בקהילה דתית - ראו בשמירת השבת בזמן המלחמה ניסיון בלתי נסבל, שבויים שלא גדלו בבית דתי עמדו בגבורה בניסיון הזה בלב התופת","פתגם אנגלי עתיק אומר: ""יש כופרים בעולם הזה, אבל אין כופרים בגיהינום"". בין החיילים במלחמת העולם רווחה גרסה אחרת: ""אין אתאיסטים בשוחות הקרב"". הסנטור האמריקני ג'ון מקיין היה טייס בצבא האמריקני, ובזמן המלחמה בווייטנאם נשבה בידי הווייטקונג. הוא היה שבוי במשך חמש שנים וחצי, ועבר עינויים אכזריים. לימים סיפר מקיין איך חיזקה התקופה הזאת את אמונתו הדתית. אביו היה קצין בכיר, ולכן הציעו לו שוביו להשתחרר מוקדם מהשבי. מקיין סירב ואמר שיש שבויים שמחכים שם יותר זמן ממנו. כאשר שאלו אותו לימים איך הצליח לעמוד בניסיון הזה, השיב מקיין: ""זה דרש הרבה תפילות""."
159523,https://www.makorrishon.co.il/opinion/819703/,סיפורי החטופים שהתחזקו בשבי מעלים מחשבות על החינוך הדתי-לאומי,"בשעה שרבים מאיתנו - בוגרי החינוך הדתי, החיים בתוך בתינו בקהילה דתית - ראו בשמירת השבת בזמן המלחמה ניסיון בלתי נסבל, שבויים שלא גדלו בבית דתי עמדו בגבורה בניסיון הזה בלב התופת","פתגם אנגלי עתיק אומר: ""יש כופרים בעולם הזה, אבל אין כופרים בגיהינום"". בין החיילים במלחמת העולם רווחה גרסה אחרת: ""אין אתאיסטים בשוחות הקרב"". הסנטור האמריקני ג'ון מקיין היה טייס בצבא האמריקני, ובזמן המלחמה בווייטנאם נשבה בידי הווייטקונג. הוא היה שבוי במשך חמש שנים וחצי, ועבר עינויים אכזריים. לימים סיפר מקיין איך חיזקה התקופה הזאת את אמונתו הדתית. אביו היה קצין בכיר, ולכן הציעו לו שוביו להשתחרר מוקדם מהשבי. מקיין סירב ואמר שיש שבויים שמחכים שם יותר זמן ממנו. כאשר שאלו אותו לימים איך הצליח לעמוד בניסיון הזה, השיב מקיין: ""זה דרש הרבה תפילות""."
159633,https://www.makorrishon.co.il/judaism/334401/,"אביגדור חגג בר מצווה בבירקנאו: ""לא מצאתי מילים להתרגשות""","אחרי שכמעט כל משפחתו נספתה בשואה, אביגדור נוימן העדיף לשתוק. אבל טיול שורשים שכנע אותו שיש לו שליחות חשובה","חצי שנה לפני יום ההולדת ה-13 של אביגדור נוימן, במוצאי שמיני של פסח 1944, פרצו הנאצים לבית משפחתו. הם נשלחו לגטו, ומשם לאושוויץ-בירקנאו. אביגדור לא הספיק לחגוג בר מצווה."
159633,https://www.makorrishon.co.il/judaism/334401/,"אביגדור חגג בר מצווה בבירקנאו: ""לא מצאתי מילים להתרגשות""","אחרי שכמעט כל משפחתו נספתה בשואה, אביגדור נוימן העדיף לשתוק. אבל טיול שורשים שכנע אותו שיש לו שליחות חשובה","חצי שנה לפני יום ההולדת ה-13 של אביגדור נוימן, במוצאי שמיני של פסח 1944, פרצו הנאצים לבית משפחתו. הם נשלחו לגטו, ומשם לאושוויץ-בירקנאו. אביגדור לא הספיק לחגוג בר מצווה."
159667,https://www.makorrishon.co.il/news/763100/,"עברו כל גבול: באיזו מדינה פלסטינית הכירו ספרד, נורווגיה, אירלנד וסלובניה?","היעדר הפרטים בהכרזות יחד עם חוסר המוכנות של שתיים מהמדינות להגדיר גבולות ברורים ל""מדינה פלסטינית"", מוציא את האוויר מהבלון המדיני שהן ניפחו","בנובמבר 1988 הכריז אש""ף על הקמת מדינה פלסטינית, כאשר כותבי ההכרזה נמנעים במכוון מלקבוע גבולות ברורים לאותה מדינה והאם מדובר רק בשטחים שנכבשו ב-67' או על שטח ישראל כולו."
159667,https://www.makorrishon.co.il/culture/803857/,לבטל את ההשתתפות באירוויזיון: הצעדים הסלובניים נגד ישראל,"רשת טלוויזיה סלובנית שעתידה לשדר את התחרות, דורשת מאיגוד השידור האירופי להדיח את ישראל ממנה. במידה והאיגוד האירופי יסרב לכך, פרסמו ברשת השידור שתי אפשרויות לנקיטת פעולה נגד ישראל","גם לקראת תחרות האירוויזיון של שנת 2025, אין חדש תחת שמש. בעוד כאן בישראל מתקיים הדיון הסוער על עתידו של התאגיד, מה שלכאורה עלול גם להכריע את גורל השתתפות ישראל באירוויזיון, כבר נרשמה קריאה לחרם ולביטול השתתפות ישראלית בתחרות. מי שמובילה את המהלך הפעם היא סלובניה, מדינה שמעולם לא הייתה ידועה באהדתה לישראל, וכזכור גם בשנה שעברה הציגה בפני איגוד השידור האירופי שאלות רבות בנוגע להשתתפותה של מדינת ישראל בתחרות."
159669,https://www.makorrishon.co.il/news/763100/,"עברו כל גבול: באיזו מדינה פלסטינית הכירו ספרד, נורווגיה, אירלנד וסלובניה?","היעדר הפרטים בהכרזות יחד עם חוסר המוכנות של שתיים מהמדינות להגדיר גבולות ברורים ל""מדינה פלסטינית"", מוציא את האוויר מהבלון המדיני שהן ניפחו","בנובמבר 1988 הכריז אש""ף על הקמת מדינה פלסטינית, כאשר כותבי ההכרזה נמנעים במכוון מלקבוע גבולות ברורים לאותה מדינה והאם מדובר רק בשטחים שנכבשו ב-67' או על שטח ישראל כולו."
159669,https://www.makorrishon.co.il/culture/803857/,לבטל את ההשתתפות באירוויזיון: הצעדים הסלובניים נגד ישראל,"רשת טלוויזיה סלובנית שעתידה לשדר את התחרות, דורשת מאיגוד השידור האירופי להדיח את ישראל ממנה. במידה והאיגוד האירופי יסרב לכך, פרסמו ברשת השידור שתי אפשרויות לנקיטת פעולה נגד ישראל","גם לקראת תחרות האירוויזיון של שנת 2025, אין חדש תחת שמש. בעוד כאן בישראל מתקיים הדיון הסוער על עתידו של התאגיד, מה שלכאורה עלול גם להכריע את גורל השתתפות ישראל באירוויזיון, כבר נרשמה קריאה לחרם ולביטול השתתפות ישראלית בתחרות. מי שמובילה את המהלך הפעם היא סלובניה, מדינה שמעולם לא הייתה ידועה באהדתה לישראל, וכזכור גם בשנה שעברה הציגה בפני איגוד השידור האירופי שאלות רבות בנוגע להשתתפותה של מדינת ישראל בתחרות."
159682,https://www.makorrishon.co.il/culture/826299/,"""סיפרתי לאבא שיש קבוצת שדכנים שאולי מצאו לי חתן, והכול מצולם לטלוויזיה""","חיה בוקובזה רגילה להיות מוכרת בכינויים. פעם זה היה ""חיה חוסן"" כשניהלה מרכז חוסן באשקלון, והיום זה ""הכלה הדתייה"" של חתונה ממבט ראשון (קשת 12). בריאיון חשוף היא עונה לביקורות שהופנו אליה על ההשתתפות בתוכנית, מספרת על הגירושים הכואבים וגם איך היא מצליחה להכיל את המשברים עם בן הזוג על המסך","את חיה בוקובזה – משתתפת העונה הנוכחית של ""חתונה ממבט ראשון"" (קשת 12, הפרק הבא ישודר במוצאי שבת) – פגשתי בפעם הראשונה בהשקת הסרט של חברתה לתוכנית מינדי ארליך. כל כלות ""חתונמי"" נכנסו למרבה ההפתעה בלבוש תואם בגוני בורדו־שחור, והרשימו את הקהל שבאולם ואת הגולשים ביום למחרת. אבל בוקובזה, שמוצגת כ""דתייה של העונה"", גילתה להפתעתה שבמקום מחמאות, חיכתה לה דווקא ביקורת נוקבת."
159682,https://www.makorrishon.co.il/opinion/816477/,שינוי כיוון: יעל מחתונמי הפכה לדמות שהצופים נהנים לשנוא,"ליעל הפסיכולוגית קרה מה שקורה להרבה דמויות במסע הגיבור - היא יצאה אל העונה הראשונה בתפקיד הזקן החכם, כדי למצוא את עצמה בעונה הנוכחית בתפקיד הנבל","בסכמת מסע הגיבור של קמפבל יש כמה בני לוויה לגיבור שמופיעים כחלק מתהליך ההתפתחות שלו. ביניהם אפשר למנות את העוזר הנאמן (ווטסון של שרלוק), את הזקן החכם (דמבלדור, גנדלף, מורפיאוס), ואת הנבל שהוא, ובכן, זה שהגיבור צריך להתעמת איתו כדי להבין מי הוא. סקאר לסימבה, אם תרצו."
